Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Program-Total  Seat Capacity  Female Supernumerary
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,5,0,3,0,9,1,36,37 8
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,1,1,0,1,0,1,0,2,0,"9 (including ""8"" Supernumerary)",37 8
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,17,1,4,0,6,1,3,0,11,1,44,52 3
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,"11 (including ""3"" Supernumerary)",52 3
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,5,0,17,19 2
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",All India,Female-only (including Supernumerary),1,0,1,0,1,0,0,0,1,0,"4 (including ""2"" Supernumerary)",19 2
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,5,0,17,19 2
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",All India,Female-only (including Supernumerary),1,0,1,0,1,0,0,0,1,0,"4 (including ""2"" Supernumerary)",19 2
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,4,0,2,0,6,1,28,34 1
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,"7 (including ""1"" Supernumerary)",34 1
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,3,0,4,0,1,1,6,1,28,32 3
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,"7 (including ""3"" Supernumerary)",32 3
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,2,5,1,9,1,5,0,18,1,67,73 11
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,3,0,1,0,4,0,"17 (including ""11"" Supernumerary)",73 11
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,2,6,0,11,0,4,1,17,1,67,72 12
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,2,0,1,0,5,0,"17 (including ""12"" Supernumerary)",72 12
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,0,3,0,2,1,2,0,6,0,20,24 1
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,"5 (including ""1"" Supernumerary)",24 1
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,0,2,0,2,0,2,0,4,0,16,20 0
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,3,1,2,0,9,0,29,34 2
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,0,"7 (including ""2"" Supernumerary)",34 2
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,1,9,0,5,0,16,2,67,67 16
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,1,0,3,0,1,0,4,0,"16 (including ""16"" Supernumerary)",67 16
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22,27 1
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,1,0,2,0,"6 (including ""1"" Supernumerary)",27 1
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,2,6,0,9,1,4,0,15,1,61,75 0
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""0"" Supernumerary)",75 0
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,48,2,12,1,18,0,9,1,32,1,124,156 0
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),12,1,3,0,4,1,2,0,8,1,"32 (including ""0"" Supernumerary)",156 0
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,2,9,1,14,1,7,0,25,2,98,110 10
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,3,0,2,0,6,0,"22 (including ""10"" Supernumerary)",110 10
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,31,2,7,0,11,1,6,1,20,1,80,89 10
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),8,0,2,0,3,0,1,0,5,0,"19 (including ""10"" Supernumerary)",89 10
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,2,9,0,13,1,6,0,24,2,92,108 7
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,3,0,2,1,6,0,"23 (including ""7"" Supernumerary)",108 7
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,10,1,15,0,7,1,27,1,105,123 10
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),10,1,3,0,4,0,2,0,7,1,"28 (including ""10"" Supernumerary)",123 10
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,46,2,11,1,17,1,9,0,30,1,118,136 12
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),11,1,3,0,4,0,2,0,8,1,"30 (including ""12"" Supernumerary)",136 12
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,33,2,8,0,12,1,6,0,22,1,85,102 4
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),8,0,2,1,3,0,2,0,5,0,"21 (including ""4"" Supernumerary)",102 4
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,42,0,11,0,16,0,7,0,29,0,105,123 8
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),11,0,2,0,4,0,2,0,7,0,"26 (including ""8"" Supernumerary)",123 8
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,2,6,0,9,1,5,0,16,1,65,80 0
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,2,0,1,0,4,0,"15 (including ""0"" Supernumerary)",80 0
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,8,1,2,0,3,0,2,0,5,0,21,26 0
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,"5 (including ""0"" Supernumerary)",26 0
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,1,2,0,3,0,2,0,5,1,21,25 0
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",25 0
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,1,2,0,2,1,1,0,4,0,17,20 1
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""1"" Supernumerary)",20 1
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,0,2,0,2,0,1,0,4,1,16,18 2
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""2"" Supernumerary)",18 2
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,2,0,3,1,2,0,6,0,24,28 2
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""2"" Supernumerary)",28 2
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,2,0,4,0,2,0,7,1,26,31 3
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""3"" Supernumerary)",31 3
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,2,0,4,0,1,0,6,0,23,29 1
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,"7 (including ""1"" Supernumerary)",29 1
Indian Institute of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22,28 0
Indian Institute of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,1,0,0,1,0,"6 (including ""0"" Supernumerary)",28 0
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,1,2,0,4,0,1,1,6,1,26,30 2
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,0,0,1,0,2,0,"6 (including ""2"" Supernumerary)",30 2
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,0,2,1,3,0,2,0,6,0,23,27 1
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""1"" Supernumerary)",27 1
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,2,0,4,0,1,0,6,0,23,28 2
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,1,0,2,0,"7 (including ""2"" Supernumerary)",28 2
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,16,1,4,1,6,0,3,0,10,0,41,52 0
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,1,"11 (including ""0"" Supernumerary)",52 0
Indian Institute of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,1,2,0,3,0,2,0,6,0,23,27 1
Indian Institute of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""1"" Supernumerary)",27 1
Indian Institute of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,0,2,0,2,0,2,0,4,0,16,21 0
Indian Institute of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,1,0,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",21 0
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,0,2,0,2,0,2,0,4,0,16,21 0
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,1,0,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",21 0
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,2,8,0,10,1,6,0,20,1,77,87 10
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),8,0,2,0,2,1,2,0,5,0,"20 (including ""10"" Supernumerary)",87 10
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,8,0,3,1,13,1,52,61 4
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""4"" Supernumerary)",61 4
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,2,9,0,13,1,8,0,23,2,93,99 18
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),10,0,2,0,3,1,2,0,6,0,"24 (including ""18"" Supernumerary)",99 18
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,2,9,0,13,1,7,0,22,2,91,99 15
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,3,1,2,0,6,0,"23 (including ""15"" Supernumerary)",99 15
Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,32,2,8,0,12,1,6,0,21,1,83,90 14
Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,2,1,1,0,6,0,"21 (including ""14"" Supernumerary)",90 14
Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,4,0,12,1,49,52 10
Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,2,0,1,0,4,0,"13 (including ""10"" Supernumerary)",52 10
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,8,0,4,0,14,1,54,61 7
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,3,1,"14 (including ""7"" Supernumerary)",61 7
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,9,0,3,1,15,0,57,68 4
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,2,0,2,0,1,0,4,0,"15 (including ""4"" Supernumerary)",68 4
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,10,0,13,1,7,0,25,1,95,99 20
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,1,2,1,3,0,2,0,6,0,"24 (including ""20"" Supernumerary)",99 20
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,2,0,3,1,2,0,6,0,24,30 0
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""0"" Supernumerary)",30 0
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,7,0,9,1,5,0,17,1,67,79 5
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,2,1,1,0,5,0,"17 (including ""5"" Supernumerary)",79 5
Indian Institute of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,3,1,16,20 0
Indian Institute of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,4,0,7,0,3,0,12,0,44,50 5
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,0,0,2,0,1,0,3,0,"11 (including ""5"" Supernumerary)",50 5
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,0,4,0,6,1,3,0,11,1,43,50 4
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,2,0,1,0,1,0,3,0,"11 (including ""4"" Supernumerary)",50 4
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,1,6,0,3,1,10,1,43,50 4
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,2,0,1,0,1,0,2,1,"11 (including ""4"" Supernumerary)",50 4
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,0,1,0,3,1,1,0,3,1,16,20 0
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,0,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,1,2,0,2,0,1,0,4,0,16,20 0
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,0,3,0,9,0,32,40 0
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,0,0,2,0,0,0,3,0,"8 (including ""0"" Supernumerary)",40 0
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,2,1,5,0,2,0,9,0,32,32 8
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,1,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,4,0,4,1,3,0,9,0,34,34 9
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,0,1,2,0,"9 (including ""9"" Supernumerary)",34 9
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,3,0,4,0,2,0,6,0,23,23 6
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,0,0,0,0,2,0,"6 (including ""6"" Supernumerary)",23 6
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,3,0,5,0,2,0,9,1,36,36 9
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,2,0,1,0,2,0,"9 (including ""9"" Supernumerary)",36 9
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,9,0,32,32 8
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,3,0,4,1,2,0,8,0,32,32 8
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,32 8
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,2,1,5,0,2,0,9,0,32,32 8
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,32 8
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",32 8
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,4,0,3,0,3,0,8,1,31,37 2
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,2,0,0,0,2,0,"8 (including ""2"" Supernumerary)",37 2
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,3,0,4,0,3,0,7,1,30,37 2
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,0,0,2,0,0,0,3,0,"9 (including ""2"" Supernumerary)",37 2
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,0,5,0,7,0,2,1,11,0,42,50 3
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,"11 (including ""3"" Supernumerary)",50 3
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,3,1,8,0,3,0,12,1,47,57 3
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,2,0,1,0,1,0,3,0,"13 (including ""3"" Supernumerary)",57 3
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,0,6,1,3,0,11,1,43,50 3
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,2,0,"10 (including ""3"" Supernumerary)",50 3
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40 0
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40 0
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
